ID	Name	Size	Bark	Embryo	FlushBud	MatureNeedle	Megagametophyte	SeedGermination	Xylem	YoungBuds
gene1	NA	204	39.939	209.777	65.1475	9.67033	200.944	34.5315	0	44.5824
gene2	NA	267	0	428.951	37.3317	7.38857	317.93	15.0764	0	27.2504
gene3	NA	258	23.6848	738.546	6.439	15.2926	292.879	3.90057	7.75228	0
gene4	NA	222	27.5256	3999.57	0	0	1673.67	9.0662	0	16.3871
gene5	NA	450	0	62.4013	12.175	14.9228	54.0605	6.27158	0	0
gene6	NA	243	58.6759	170.392	6.83647	0	242.868	12.424	0	7.48545
gene7	NA	297	6.85822	83.2174	11.1869	13.2845	114.287	134.87	13.4686	24.4978
gene8	NA	201	0	4.91326	0	0	3.45667	5.00671	0	0
gene9	NA	180	22.6321	5.48648	0	0	23.1597	0	0	10.1054
gene10	NA	150	27.1585	10.973	0	0	32.4236	0	0	0
gene11	NA	294	6.9282	21.6243	0	0	15.7567	0	0	0
gene12	NA	156	26.114	10.5509	21.2982	12.6458	40.0841	6.45095	0	11.66
gene13	NA	255	0	44.3468	0	0	42.3738	0	0	0
gene14	NA	144	0	2.28603	0	0	19.2998	0	0	0
gene15	NA	219	0	1475.79	0	0	105.35	0	0	0
gene16	NA	252	0	25.4791	0	0	0.00125341	0	0	0
gene17	NA	237	0	34.4424	0	0	89.104	0	0	0
gene18	NA	270	0	18.9496	0	0	0	0	0	0
gene19	NA	252	0	57.8958	0	0	15.042	0	0	0
gene20	NA	393	0	5.63952	0	0	14.8467	0	0	0
gene21	NA	195	0	3.37629	0	0	10.6891	0	0	0
gene22	NA	168	0	3.91891	0	0	0	0	0	0
gene23	NA	225	0	370.119	0	0	144.823	0	0	0
gene24	NA	231	0	150.598	21.5748	0	55.1638	4.35648	0	0
gene25	NA	264	23.1465	71.3838	18.878	14.9451	47.7601	11.4358	22.7283	0
gene26	NA	267	0	33.5118	0	0	90.8371	3.76909	0	6.8126
gene27	NA	147	0	2.23938	0	0	0	0	13.606	0
gene28	NA	252	0	19.2986	0	0	15.042	0	7.93686	7.21811
gene29	NA	108	0	9.14413	0	0	6.43325	0	0	0
gene30	NA	345	245.504	90.639	422.592	145.071	129.783	54.4348	860.843	361.76
gene31	NA	255	31.9512	203.995	26.059	0	155.371	7.89292	0	0
gene32	NA	246	8.28005	210.753	0	0	224.739	0	81.3044	0
gene33	NA	159	12.8106	20.7037	10.4482	12.4072	34.958	12.6585	0	0
gene34	NA	189	0	13.9339	0	0	3.67614	0	0	0
gene35	NA	90	45.2642	32.9189	36.9169	0	30.8796	0	0	20.2107
gene36	NA	165	0	17.9557	0	0	21.0543	0	0	0
gene37	NA	327	0	42.2364	0	0	74.5299	26.8635	0	0
gene38	NA	225	18.1057	1017.83	14.7668	0	543.086	8.94531	0	16.1686
gene39	NA	219	9.30087	11216	45.514	9.00798	1264.2	22.976	9.13283	8.30577
gene40	NA	267	30.5152	100.535	6.22195	14.7771	227.093	15.0764	0	6.8126
gene41	NA	204	9.98476	14.523	0	29.011	13.6234	0	9.80436	17.833
gene42	NA	357	0	33.1282	0	100.658	27.5729	14.9173	0	48.9752
gene43	NA	228	0	130.175	0	0	62.6217	0	0	0
gene44	NA	309	0	10.8386	0	0	6.73312	0	0	0
gene45	NA	198	20.5747	6.65027	8.39021	0	0	5.08257	60.6088	0
gene46	NA	141	0	7.00401	0	0	4.9276	0	0	0
gene47	NA	186	0	10.619	0	0	18.6772	0	0	9.77937
gene48	NA	222	0	799.914	7.48316	8.88625	171.658	0	18.0188	8.19353
gene49	NA	279	0	107.727	5.95434	21.2123	123.409	7.21396	7.16878	6.51958
gene50	NA	345	163.669	67.3318	0	72.5357	84.8584	18.1449	286.948	0
gene51	NA	162	0	26.4164	0	0	25.733	6.21202	0	0
gene52	NA	309	0	21.6773	0	19.1529	47.1318	0	0	0
gene53	NA	204	0	3.42905	0	0	8.17401	0	0	0
gene54	NA	144	0	18.2883	0	0	9.64988	3.49426	0	6.31585
gene55	NA	222	0	719.923	14.9663	26.6588	214.573	0	0	8.19353
gene56	NA	249	0	31.7389	0	0	16.0868	0	0	0
gene57	NA	435	0	1.51619	0	0	0	0	0	0
gene58	NA	162	0	30.4804	71.7829	36.5324	107.221	0	0	78.5972
gene59	NA	246	0	222.462	0	0	259.314	4.09085	0	7.39416
gene60	NA	174	0	1.89189	0	0	11.9792	5.78361	0	0
gene61	NA	309	0	32.5159	0	0	53.8649	0	0	0
gene62	NA	174	0	18.9189	0	0	15.9722	0	0	0
gene63	NA	264	0	0	0	0	11.94	0	0	0
gene64	NA	279	0	16.1591	0	0	9.49296	3.60698	0	0
gene65	NA	180	0	5.48648	0	0	19.2998	0	0	10.1054
gene66	NA	174	0	3.78378	0	0	3.99305	0	0	0
gene67	NA	534	0	5.20678	0	0	6.35112	0	0	0
gene68	NA	288	0	0	0.0481492	0.00226996	7.37252e-07	0.0283212	0	0
gene69	NA	204	4.99238	8.87518	0	0	5.10876	0	0	0
gene70	NA	297	6.85822	12.4826	0	3.32112	49.5245	0	0	0
gene71	NA	252	0	24.1232	0	0	7.521	0	0	0
gene72	NA	258	0	8.20606	0	0	19.969	0	0	0
gene73	NA	171	0	4.8127	0	0	8.12621	2.94254	0	0
gene74	NA	231	13.2266	163.147	3.5958	8.54003	110.328	0	25.9752	11.8115
gene75	NA	234	0	91.9219	7.09941	0	110.91	2.15032	0	3.88667
gene76	NA	159	0	1.03518	0	0	2.18488	0	0	0
gene77	NA	150	0	3.29189	0	0	0	0	0	0
gene78	NA	123	0	0	6.7531	0	2.82435	0	0	0
gene79	NA	231	0	75.2988	0	0	41.3729	0	0	0
gene80	NA	171	0	0	0	0	0	0	0	0
gene81	NA	138	0	2.38542	0	0	0	0	0	0
gene82	NA	138	0	2.38542	0	0	0	0	0	0
gene83	NA	171	0	0	0	0	0	0	0	0
gene84	NA	231	0	75.2988	0	0	41.3729	0	0	0
gene85	NA	123	0	0	6.7531	0	2.82435	0	0	0
gene86	NA	150	0	3.29189	0	0	0	0	0	0
gene87	NA	159	0	1.03518	0	0	2.18488	0	0	0
gene88	NA	234	0	91.9219	7.09941	0	110.91	2.15032	0	3.88667
gene89	NA	231	13.2266	163.147	3.5958	8.54003	110.328	0	25.9752	11.8115
gene90	NA	171	0	4.8127	0	0	8.12621	2.94254	0	0
gene91	NA	258	0	8.20606	0	0	19.969	0	0	0
gene92	NA	252	0	24.1232	0	0	7.521	0	0	0
gene93	NA	297	6.85822	12.4826	0	3.32112	49.5245	0	0	0
gene94	NA	204	4.99238	8.87518	0	0	5.10876	0	0	0
gene95	NA	252	0	57.8958	13.1296	7.82577	75.2099	3.96108	0	0
gene96	NA	249	0	42.3186	0	0	48.2604	0	0	0
gene97	NA	102	0	6.45468	0	0	0	0	0	0
gene98	NA	162	0	71.121	51.2735	48.7098	111.51	49.6962	49.3849	11.2282
gene99	NA	651	24.6232	85.1254	59.076	23.6827	142.02	41.7616	83.866	27.4651
gene100	NA	231	185.172	752.988	35.958	17.0801	551.638	152.477	0	110.24
gene101	NA	204	0	22.5914	8.14344	0	20.435	14.7992	0	0
gene102	NA	162	477.789	115.826	92.2923	133.952	184.42	99.3924	61.7311	157.194
gene103	NA	267	15.2576	93.8331	6.22195	7.38857	45.4185	7.53819	112.365	6.8126
gene104	NA	201	10569.5	262.041	8926.18	5672.88	515.044	3434.6	3164.32	7855.03
gene105	NA	477	1935.1	53.1143	982.933	626.177	64.5198	169.25	610.515	1487.1
gene106	NA	534	28.5692	24.9925	0	0	21.1704	0	0	0
gene107	NA	159	0	6.21111	0	0	17.479	0	0	0
gene108	NA	240	16.9741	104.196	6.92192	16.4396	40.6428	0	0	0
gene109	NA	96	0	0	0	0	14.4748	0	0	0
gene110	NA	216	0	1.52402	0	0	204.549	0	0	0
gene111	NA	318	0	26.3048	0	0	30.9649	35.3581	0	0
gene112	NA	120	7180.04	134.419	11476.5	3682.46	660.051	4285.36	933.375	6229.95
gene113	NA	231	0	200.797	0	0	110.328	0	0	0
gene114	NA	186	0	3.53966	0	0	0	0	0	0
gene115	NA	354	0	7.25536	0	0	28.1311	0	0	0
gene116	NA	291	0	0	0	0	0	0	0	0
gene117	NA	117	0	0	0	0	5.93838	0	0	0
gene118	NA	189	0	3.48348	0	0	2.45076	0	0	0
gene119	NA	159	4.27021	2.76049	3.48273	0	4.36975	2.10974	0	0
gene120	NA	132	0	1.66257	0	0	0	0	0	0
gene121	NA	189	3.5924	37.5602	73.2479	69.5855	37.2794	19.5235	81.1324	64.161
gene122	NA	219	0	1574.17	27.8141	33.0293	87.792	10.7221	30.4428	24.9173
gene123	NA	237	2.86483	149.25	23.3651	16.6477	81.6787	14.154	0	23.0249
gene124	NA	159	0	1.38025	0	0	2.91317	0	0	0
gene125	NA	138	0	11.132	8.02542	0	10.0694	12.154	0	0
gene126	NA	321	0	9.5773	0	0	12.0634	0	0	0
gene127	NA	198	0	0.55419	0	0	3.50905	0	37.0387	0
gene128	NA	264	0	11.8973	0	0	27.86	1.27064	0	0
gene129	NA	132	0	17.457	0	0	22.8088	5.08257	0	0
gene130	NA	195	6.96373	3.93901	5.67953	0	3.56303	3.44051	0	0
gene131	NA	195	6.96373	3.93901	5.67953	0	3.56303	3.44051	0	0
gene132	NA	132	0	17.457	0	0	22.8088	5.08257	0	0
gene133	NA	264	0	11.8973	0	0	27.86	1.27064	0	0
gene134	NA	198	0	0.55419	0	0	3.50905	0	37.0387	0
gene135	NA	321	0	9.5773	0	0	12.0634	0	0	0
gene136	NA	138	0	11.132	8.02542	0	10.0694	12.154	0	0
gene137	NA	159	0	1.38025	0	0	2.91317	0	0	0
gene138	NA	237	2.86483	149.25	23.3651	16.6477	81.6787	14.154	0	23.0249
gene139	NA	219	0	1574.17	27.8141	33.0293	87.792	10.7221	30.4428	24.9173
gene140	NA	189	3.5924	37.5602	73.2479	69.5855	37.2794	19.5235	81.1324	64.161
gene141	NA	132	0	1.66257	0	0	0	0	0	0
gene142	NA	159	4.27021	2.76049	3.48273	0	4.36975	2.10974	0	0
gene143	NA	189	0	3.48348	0	0	2.45076	0	0	0
gene144	NA	189	0	3.48348	0	0	2.45076	0	0	0
gene145	NA	159	4.27021	2.76049	3.48273	0	4.36975	2.10974	0	0
gene146	NA	132	0	1.66257	0	0	0	0	0	0
gene147	NA	189	3.5924	37.5602	73.2479	69.5855	37.2794	19.5235	81.1324	64.161
gene148	NA	219	0	1574.17	27.8141	33.0293	87.792	10.7221	30.4428	24.9173
gene149	NA	237	2.86483	149.25	23.3651	16.6477	81.6787	14.154	0	23.0249
gene150	NA	159	0	1.38025	0	0	2.91317	0	0	0
gene151	NA	138	0	11.132	8.02542	0	10.0694	12.154	0	0
gene152	NA	321	0	9.5773	0	0	12.0634	0	0	0
gene153	NA	198	0	0.55419	0	0	3.50905	0	37.0387	0
gene154	NA	264	0	11.8973	0	0	27.86	1.27064	0	0
gene155	NA	132	0	17.457	0	0	22.8088	5.08257	0	0
gene156	NA	195	6.96373	3.93901	5.67953	0	3.56303	3.44051	0	0
gene157	NA	384	0	3.96337	0	0	14.5999	31.9605	0	0
gene158	NA	339	107.827	2.71798	0	0	5.21654	0	0	0
gene159	NA	237	0	34.4424	0	0	0	0	0	0
gene160	NA	237	0	17.2212	0	0	44.552	4.24619	0	0
gene161	NA	141	0	0	0	0	0	0	0	0
gene162	NA	120	0	0	0	0	5.78993	8.38623	0	0
gene163	NA	222	18.3504	399.957	7.48316	17.7725	0	4.5331	0	0
gene164	NA	111	0	5.93133	0	0	0	0	0	0
gene165	NA	180	11.3161	9.14413	0	43.8388	3.85995	0	0	20.2107
gene166	NA	198	0	1.66257	0	0	3.50905	0	0	0
gene167	NA	144	0	22.8603	0	0	38.5995	0	0	0
gene168	NA	366	1553.51	46.6728	823.52	859.551	30.361	210.584	572.846	1576.89
gene169	NA	156	0	4.22037	0	0	8.90758	0	0	0
gene170	NA	300	0	20.0443	0	0	29.5059	96.1945	0	0
gene171	NA	459	146.655	46.4193	114.216	125.744	74.092	118.77	169.164	104.583
gene172	NA	222	27.5256	399.957	0	0	343.316	0	0	16.3871
gene173	NA	189	32.3316	5.22522	17.5795	10.4378	11.0284	5.32459	0	9.62415
gene174	NA	183	0	0	0	0	7.59334	0	0	0
gene175	NA	156	0	2.11018	21.2982	0	4.45379	6.45095	0	11.66
gene176	NA	216	0	6.09609	0	0	0	0	0	0
gene177	NA	225	0	138.795	7.38338	0	0	0	0	0
gene178	NA	120	0	2.74324	0	0	0	0	0	0
gene179	NA	120	0	2.74324	0	0	11.5799	0	0	0
gene180	NA	255	7.98781	106.432	6.51475	7.73627	367.24	0	0	21.3996
gene181	NA	102	0	19.364	0	0	0	0	0	0
gene182	NA	207	0	6.36113	0	0	0	0	19.3245	0
gene183	NA	285	0	24.5241	17.487	0	8.77371	7.06209	0	0
gene184	NA	288	0	14.0849	0	0	0	0	0	0
gene185	NA	168	0	5.87837	0	0	8.27132	0	0	0
gene186	NA	159	0	10.3518	0	0	13.1093	6.32923	0	0
gene187	NA	204	0	3.22734	0	0	10.2175	0	0	0
gene188	NA	246	8.28005	58.5426	0	48.1158	86.4381	0	0	7.39416
gene189	NA	246	57.9603	93.6682	20.2593	0	86.4381	8.18169	0	7.39416
gene190	NA	474	0	3.85594	0	0	7.772	0	0	0
gene191	NA	186	1631.7	153.975	955.672	700.007	138.211	292.166	344.101	1310.44
gene192	NA	213	19.1257	9.27292	0	0	773.053	0	0	0
gene193	NA	195	0	3.37629	0	0	0	0	0	0
gene194	NA	165	37.0344	19.9508	10.0683	59.7802	25.2651	6.09908	0	11.024
gene195	NA	153	13.313	15.0609	0	0	22.7056	13.1549	0	0
gene196	NA	165	0	9.97541	0	0	8.42171	12.1982	0	0
gene197	NA	210	9.69948	7.83782	0	0	497.452	0	0	0
gene198	NA	264	0	35.6919	0	0	11.94	7.62385	0	0
gene199	NA	225	63.3699	185.06	14.7668	52.6066	398.263	8.94531	266.679	113.18
gene200	NA	120	0	2.74324	0	0	0	0	0	0
gene201	NA	255	0	0	0	0	0	0	0	0
gene202	NA	141	1632.4	2.33467	471.28	573.636	19.7104	128.47	255.331	464.416
gene203	NA	141	0	2.33467	0	0	4.9276	0	0	0
gene204	NA	222	0	639.931	7.48316	0	85.8291	0	0	0
gene205	NA	381	0	18.1632	0	0	7.93185	22.0059	31.3097	0
gene206	NA	312	84.8705	94.4383	10.6491	50.5833	71.9719	313.621	269.243	40.8101
gene207	NA	276	51.6603	198.254	36.1144	50.0335	148.481	32.8157	36.2335	13.1809
gene208	NA	231	123.448	225.896	7.19161	8.54003	82.7457	0	60.6088	31.4972
gene209	NA	186	0	3.53966	0	0	3.73544	5.41047	0	0
gene210	NA	261	7.80418	7.63508	0	0	88.1234	0	0	0
gene211	NA	279	7.30068	10.7727	0	0	104.423	3.60698	0	0
gene212	NA	228	0	32.5436	0	0	31.3109	0	0	0
gene213	NA	225	0	231.324	0	0	72.4114	0	0	0
gene214	NA	294	34.641	32.7817	0	6.59112	94.4536	1578.9	0	43.3087
gene215	NA	207	0	3.18057	0	0	0	4.86158	0	0
gene216	NA	213	38.2515	3.09097	0	0	193.263	0	0	0
gene217	NA	276	36.9002	113.288	6.01906	0	108.886	3.64619	0	6.59045
gene218	NA	225	0	185.06	0	0	144.823	0	0	0
gene219	NA	132	15.431	17.457	25.1706	0	47.3721	0	0	41.3401
gene220	NA	141	57.7841	23.3467	11.782	0	49.276	14.2744	0	0
gene221	NA	192	0	15.4307	8.6524	0	18.0935	5.2414	0	37.8951
gene222	NA	213	9.56287	27.8188	15.5987	0	579.79	9.44928	0	0
gene223	NA	276	36.9002	226.576	12.0381	14.2953	108.886	40.1081	0	0
gene224	NA	156	26.114	8.44073	0	50.5833	26.7227	6.45095	0	11.66
gene225	NA	264	15.431	128.491	6.29266	0	131.34	11.4358	0	0
gene226	NA	288	49.5078	46.9496	34.6096	6.84982	101.442	3.49426	48.6133	18.9475
gene227	NA	168	12.1244	13.7162	9.88846	0	8.27132	17.9705	0	0
gene228	NA	258	15.7899	82.0606	6.439	0	53.2508	3.90057	0	7.05025
gene229	NA	132	77.155	19.9508	0	14.9451	42.1085	15.2477	0	0
gene230	NA	267	38.144	134.047	12.4439	0	215.738	18.8455	29.9639	27.2504
gene231	NA	216	47.1503	19.8123	23.0731	18.2662	409.098	9.31804	0	75.7901
gene232	NA	270	0	50.5324	6.15282	0	54.1198	0	0	0
gene233	NA	192	0	0	8.6524	0	3.6187	0	0	0
gene234	NA	189	0	0	0	0	3.67614	0	0	0
gene235	NA	123	0	5.35266	13.5062	0	0	0	0	0
gene236	NA	204	0	3.22734	0	0	3.40584	0	0	0
gene237	NA	135	0	2.43843	0	0	0	0	0	0
gene238	NA	192	0	8.57262	8.6524	0	3.6187	0	0	9.47377
gene239	NA	210	0	6.27026	0	9.39404	0	0	0	0
gene240	NA	150	0	0	0	0	0	0	0	0
gene241	NA	174	0	1.89189	0	0	0	0	0	0
gene242	NA	249	8.18029	52.8982	0	0	257.389	0	0	0
gene243	NA	186	10.951	5.30949	0	0	33.6189	0	0	0
gene244	NA	282	21.6691	15.403	0	0	18.2384	7.13722	0	19.3507
gene245	NA	210	0	6.27026	0	0	0	0	0	0
gene246	NA	264	0	42.8303	6.29266	0	153.784	7.62385	0	0
gene247	NA	156	0	4.22037	0	0	8.90758	0	0	0
gene248	NA	192	0	0	0	0	10.8561	0	0	0
gene249	NA	201	0	8.18877	0	0	3.45667	0	0	0
gene250	NA	264	0	21.4151	0	0	35.8201	0	0	0
gene251	NA	234	0	122.563	0	0	24.6466	0	0	0
gene252	NA	345	0	12.9484	0	0	9.98334	0	0	0
gene253	NA	138	59.0403	0	72.2288	0	0	0	0	13.1809
gene254	NA	159	0	4.14074	0	0	0	0	0	0
gene255	NA	168	0	5.87837	0	0	0	0	0	0
gene256	NA	315	6.46632	13.5587	0	0	12.7263	0	0	0
gene257	NA	309	131.838	36.1288	26.8813	0	0	206.838	6.47278	11.7732
gene258	NA	168	0	1.95946	0	0	28.9496	0	0	0
gene259	NA	159	0	6.21111	0	0	8.73951	0	0	0
gene260	NA	99	0	0	0	0	0	0	0	0
gene261	NA	150	0	0	0	0	0	0	0	0
gene262	NA	276	7.38004	5.66441	0	0	0	0	0	0
gene263	NA	141	0	7.00401	0	0	14.7828	7.13722	0	0
gene264	NA	105	0	21.9459	0	0	13.2341	9.58427	0	0
gene265	NA	105	0	18.8108	0	0	6.61706	9.58427	19.0485	0
gene266	NA	144	0	11.4302	207.658	0	4.82494	13.9771	0	37.8951
gene267	NA	153	0	2.15156	10.8579	0	9.08224	0	0	0
gene268	NA	147	0	8.95751	11.3011	0	4.72647	0	0	0
gene269	NA	132	0	2.49385	0	0	0	0	0	0
gene270	NA	186	10.951	5.30949	0	0	11.2063	0	0	0
gene271	NA	492	0	10.8082	0	0	31.5604	0	0	0
gene272	NA	147	0	11.1969	0	26.8401	33.0853	68.459	149.667	160.861
gene273	NA	183	33.3917	39.5746	36.3117	0	34.1701	5.49917	0	0
gene274	NA	417	105.113	294.28	0	19.8872	210.553	39.4765	20.0247	18.7251
gene275	NA	138	14.7601	178.907	36.1144	0	110.764	43.7543	0	26.3618
gene276	cox2-1	459	8198	2898.48	4774.23	3367.16	1995	2221	15548.9	3268.21
gene277	NA	186	0	7.07932	0	0	26.148	5.41047	0	0
gene278	NA	177	0	3.71965	0	0	7.85075	0	0	0
gene279	NA	195	0	1.68815	0	0	3.56303	0	0	0
gene280	NA	123	16.5601	8.02899	0	0	0	16.3634	0	0
gene281	NA	231	0	25.0996	0	0	82.7457	0	0	0
gene282	NA	237	0	51.6636	7.00954	0	44.552	4.24619	0	23.0249
gene283	NA	153	0	2.15156	21.7158	0	0	13.1549	0	0
gene284	NA	252	32.3316	48.2465	6.59231	0	0	3.99344	0	0
gene285	NA	303	0	19.3378	0	0	7.14878	0	0	0
gene286	NA	216	0	4.57206	0	0	136.366	0	0	0
gene287	NA	231	0	225.896	7.19161	8.54003	55.1638	0	60.6088	0
gene288	NA	207	0	4.77085	0	0	1167.62	9.72317	0	0
gene289	NA	264	30.862	99.9373	12.5853	0	119.4	26.6835	0	27.5601
gene290	NA	417	63.068	36.3716	80.2937	0	26.3191	39.4765	0	93.6254
gene291	NA	273	7.46114	35.8364	0	0	41.3627	0	0	6.66287
gene292	NA	141	0	14.008	0	0	4.9276	7.13722	0	12.9005
gene293	NA	240	0	595.404	6.92192	8.21978	182.893	0	0	7.57901
gene294	NA	249	0	338.548	0	0	144.781	0	0	0
gene295	NA	171	0	5.77524	0	11.5365	12.1893	0	0	10.6372
gene296	NA	192	0	10.2871	17.3048	0	10.8561	0	0	9.47377
gene297	NA	207	0	0	0	0	1167.62	0	0	0
gene298	NA	231	0	50.1992	0	0	165.491	8.71297	0	0
gene299	NA	168	0	11.7567	9.88846	0	16.5426	0	0	0
gene300	NA	171	0	9.6254	0	0	24.3786	0	0	0
gene301	NA	132	385.775	9.97541	289.462	29.8901	21.0543	91.4862	0	330.721
gene302	NA	186	0	12.3888	0	0	11.2063	10.8209	0	0
gene303	NA	249	16.3606	507.823	0	0	804.341	8.08312	72.2924	21.9152
gene304	NA	291	20.9989	162.084	17.1264	6.7792	342.542	3442.62	75.6047	18.7522
gene305	nad1-1	300	305.534	1198.65	321.177	256.457	1040.08	5867.86	820.037	224.339
gene306	NA	309	349.37	1625.8	446.229	312.831	1366.82	4447.01	2038.93	217.805
gene307	NA	249	580.8	4443.45	607.128	364.443	2863.45	351.616	1148.65	394.474
gene308	NA	204	0	28.6682	16.2869	9.67033	44.2759	9.86616	58.8262	53.4989
gene309	dpo_1	666	0	9.54989	4.71348	0	18.1175	2.67318	0	0
gene310	dpo_2	1116	7.67778	4.39839	0	0	5.34343	0	0	0
gene311	RNA_pol	2346	0	3.2484	0	0	7.79136	1.95744	0	0
gene312	RNA_pol_2	384	31.8811	27.7436	0	0	46.7899	0	0	0
gene313	NA	111	36.7007	44.4849	59.8653	35.545	50.075	0	216.226	0
gene314	NA	270	0	195.813	12.3056	21.9194	140.711	7.45443	0	26.9476
gene315	NA	246	16.5601	281.005	54.0248	32.0772	207.451	20.4542	227.652	110.912
gene316	NA	225	0	46.2649	0	0	108.617	4.47266	0	0
gene317	NA	171	0	5.77524	0	0	0	0	0	21.2744
gene318	NA	327	0	6.03378	0	0	11.4661	0	0	0
gene319	NA	147	0	2.23938	0	0	0	0	0	0
gene320	NA	150	0	2.19459	0	0	0	0	0	0
gene321	NA	129	0	7.65555	12.878	0	21.5439	7.80115	0	0
gene322	NA	204	0	1.61367	0	0	3.40584	0	0	0
gene323	NA	387	0	3.89307	45.2358	0	15.3384	0	0	27.0919
gene324	NA	504	0	5.75273	0	0	4.66005	4.69244	0	0
gene325	NA	225	0	185.06	0	0	72.4114	0	0	0
gene326	NA	342	93.0499	7.95684	0	407.644	10.2033	38.3651	0	0
gene327	NA	291	0	9.00464	0	0	16.3115	0	0	0
gene328	NA	201	10.1338	8.18877	8.26498	0	3.45667	0	0	0
gene329	NA	270	0	63.1654	0	21.9194	86.5917	7.45443	44.4464	20.2107
gene330	NA	396	0	12.9372	0	0	18.2657	0	329.626	0
gene331	NA	198	10.2873	11.638	8.39021	0	10.5271	5.08257	0	27.5601
gene332	NA	192	0	3.42905	0	0	0	0	0	0
gene333	NA	180	33.9482	31.09	18.4585	0	38.5995	16.7725	0	10.1054
gene334	NA	237	17.189	292.761	0	24.9715	155.932	0	8.4392	15.3499
gene335	NA	159	25.6213	14.4926	10.4482	0	48.0673	31.6462	0	0
gene336	NA	171	11.9116	25.026	0	11.5365	16.2524	0	0	0
gene337	NA	144	0	13.7162	0	0	24.1247	0	0	0
gene338	NA	141	0	11.6734	0	0	14.7828	0	0	0
gene339	NA	189	21.5544	1.74174	0	0	0	0	0	19.2483
gene340	NA	276	7.38004	22.6576	0	0	29.6961	0	0	0
gene341	NA	162	0	10.1601	0	0	0	0	0	0
gene342	NA	165	0	37.9066	20.1365	11.956	16.8434	0	0	0
gene343	NA	321	0	15.9622	0	0	18.0951	0	0	0
gene344	NA	225	9.05285	902.127	14.7668	8.76777	868.937	0	53.3357	0
gene345	NA	228	0	423.067	7.28623	8.6524	500.974	0	70.1786	7.97791
gene346	NA	183	11.1306	48.5688	0	10.78	37.9667	10.9983	207.66	0
gene347	NA	438	622.003	1037.9	921.076	377.491	715.169	616.844	3722.84	692.848
gene348	trnM-CAU-1	76	8.93373	89.1943	87.4348	60.5668	100.562	26.4828	105.268	23.9337
gene349	NA	96	21.2176	72.01	17.3048	0	50.6618	0	0	0
gene350	NA	222	0	1999.79	29.9326	44.4313	1029.95	22.6655	90.0941	32.7741
gene351	NA	243	50.2936	904.39	41.0188	97.4197	1158.29	12.424	279.848	59.8836
gene352	NA	171	107.137	17.3295	26.733	11.5365	16.2524	17.6552	0	34.4103
gene353	NA	246	0	128.794	0	0	207.451	0	0	7.39416
gene354	NA	216	0	30.4932	0	0	945.926	4.65902	0	8.42113
gene355	NA	261	0	83.9858	6.36499	0	75.5343	3.85574	0	13.9384
gene356	NA	198	51.4366	24.9385	16.7804	0	31.5814	0	0	18.3734
gene357	NA	237	412.535	585.521	196.267	174.8	1314.28	110.401	135.027	214.899
gene358	NA	195	10.4456	43.8918	17.0386	10.1167	71.2606	5.16076	0	9.32802
gene359	NA	162	25.1468	24.3843	10.2547	0	42.8883	0	12.3462	44.9127
gene360	NA	261	46.8251	282.498	0	430.83	251.781	7.71148	61.3054	6.96921
gene361	nad4	6532	230.843	706.251	377.484	267.617	421.299	200.545	665.851	448.582
gene362	NA	213	401.696	1251.84	514.757	203.758	18746.5	396.87	929.619	230.573
gene363	NA	255	0	62.0855	6.51475	7.73627	0	0	0	7.13319
gene364	NA	108	0	3.04804	0	0	0	0	0	0
gene365	NA	192	0	8.57262	17.3048	0	10.8561	0	0	18.9475
gene366	NA	108	0	21.3363	0	0	6.43325	0	0	0
gene367	NA	294	0	30.2741	0	0	23.635	0	0	0
gene368	NA	258	0	16.4121	0	0	26.6254	0	0	0
gene369	NA	213	0	7.72743	0	0	386.526	0	0	0
gene370	NA	282	0	20.5373	0	0	0	3.56861	0	0
gene371	NA	393	27.9446	28.1976	0	0	7.42337	9.72678	0	24.8694
gene372	NA	105	0	9.40539	0	0	13.2341	0	0	0
gene373	NA	237	0	309.982	0	41.6192	0	4.24619	0	0
gene374	NA	477	12.9829	20.3269	0	0	12.81	5.36829	0	11.5754
gene375	NA	234	0	122.563	0	0	98.5865	0	0	0
gene376	NA	222	9.17519	159.983	0	0	42.9146	0	0	16.3871
gene377	NA	261	0	30.5403	0	0	12.5891	0	0	6.96921
gene378	NA	90	0	3.65765	0	0	0	0	0	0
gene379	NA	96	0	3.42905	0	0	7.23741	0	0	0
gene380	NA	327	0	3.01689	0	0	17.1992	0	0	0
gene381	NA	228	0	97.6309	0	0	0	0	0	0
gene382	NA	138	0	7.15627	12.0381	0	15.1042	29.1695	0	13.1809
gene383	NA	132	30.862	9.97541	0	0	15.7907	15.2477	0	0
gene384	NA	408	0	5.19456	0	0	6.87265	0	0	0
gene385	NA	237	154.701	154.991	7.00954	24.9715	89.104	29.7234	0	84.4245
gene386	NA	258	0	65.6485	12.878	0	119.814	0	0	0
gene387	NA	120	0	10.973	0	0	28.9496	0	0	0
gene388	nad6	570	513.522	1452.82	200.816	469.335	1251.5	175.821	1660.94	196.338
gene389	NA	189	0	1.74174	0	0	0	0	0	9.62415
gene390	NA	144	0	0	0	0	9.64988	0	0	0
gene391	NA	366	0	2.22252	31.6738	0	17.3492	52.6459	0	157.689
gene392	NA	342	279.15	5.30456	0	0	35.7114	0	160.773	164.311
gene393	NA	222	0	479.948	0	0	429.146	0	0	0
